Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A2W4TGY3	unreviewed	Corrinoid adenosyltransferase	1926873	Lysobacteraceae bacterium	184	IPR029499	4..179
A0A2W4TMC4	unreviewed	Corrinoid adenosyltransferase	1978231	Acidobacteriota bacterium	187	IPR029499	4..187
A0A2W4U278	unreviewed	Cobalamin adenosyltransferase	1891238	Burkholderiales bacterium	188	IPR029499	4..179
A0A2W4UAE1	unreviewed	Cobalamin adenosyltransferase	1891241	Betaproteobacteria bacterium	186	IPR029499	4..179
A0A2W4V4N0	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	190	IPR029499	5..184
A0A2W4X5Q8	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	190	IPR029499	3..184
A0A2W4YMZ2	unreviewed	Corrinoid adenosyltransferase	1549858	Sphingomonas taxi	53	IPR029499	4..50
A0A2W4ZF91	unreviewed	Corrinoid adenosyltransferase	1609977	Sphingomonas hengshuiensis	188	IPR029499	3..177
A0A2W5A6S0	unreviewed	Corrinoid adenosyltransferase	397260	Sphingomonas sanxanigenens	189	IPR029499	3..178
A0A2W5D7Z5	unreviewed	Cobalamin adenosyltransferase	76731	Roseateles depolymerans	193	IPR029499	4..169
A0A2W5EK44	unreviewed	Corrinoid adenosyltransferase	1176649	Agrobacterium fabrum	192	IPR029499	3..186
A0A2W5EU48	unreviewed	Corrinoid adenosyltransferase	1007099	Pseudomonas kuykendallii	193	IPR029499	4..187
A0A2W5FBA5	unreviewed	Corrinoid adenosyltransferase	151895	Pseudopedobacter saltans	188	IPR029499	3..183
A0A2W5KPF0	unreviewed	Corrinoid adenosyltransferase	921	Ancylobacter novellus	187	IPR029499	3..177
A0A2W5MDK7	unreviewed	Corrinoid adenosyltransferase	666685	Rhodanobacter denitrificans	184	IPR029499	4..179
A0A2W5ND71	unreviewed	Corrinoid adenosyltransferase	33050	Sphingopyxis macrogoltabida	193	IPR029499	3..182
A0A2W5NR71	unreviewed	Corrinoid adenosyltransferase	205844	Novosphingobium pentaromativorans	189	IPR029499	3..183
A0A2W5PPW1	unreviewed	Corrinoid adenosyltransferase	35806	Rhodovulum sulfidophilum	190	IPR029499	5..184
A0A2W5QZS5	unreviewed	Corrinoid adenosyltransferase	1549858	Sphingomonas taxi	185	IPR029499	3..175
A0A2W5R732	unreviewed	Corrinoid adenosyltransferase	921	Ancylobacter novellus	201	IPR029499	5..185
A0A2W5RL27	unreviewed	Corrinoid adenosyltransferase	40214	Acinetobacter johnsonii	192	IPR029499	4..187
A0A2W5S4U0	unreviewed	Corrinoid adenosyltransferase	1063	Cereibacter sphaeroides	192	IPR029499	4..184
A0A2W5SFQ1	unreviewed	Cobalamin adenosyltransferase	34073	Variovorax paradoxus	192	IPR029499	4..179
A0A2W5SPQ0	unreviewed	Corrinoid adenosyltransferase	161879	Corynebacterium kroppenstedtii	199	IPR029499	4..187
A0A2W5T517	unreviewed	Corrinoid adenosyltransferase	48	Archangium gephyra	182	IPR029499	2..178
A0A2W5VKS9	unreviewed	Corrinoid adenosyltransferase	88688	Caulobacter segnis	192	IPR029499	4..187
A0A2W5XT42	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	193	IPR029499	2..174
A0A2W5YEI2	unreviewed	Corrinoid adenosyltransferase	2052315	Candidatus Dormiibacterota bacterium	218	IPR029499	10..200
A0A2W5YKX5	unreviewed	Corrinoid adenosyltransferase	3107663	Vulcanimicrobiota bacterium	200	IPR029499	3..192
A0A2W5YLN9	unreviewed	Corrinoid adenosyltransferase	2201154	Chthoniobacterales bacterium	187	IPR029499	2..181
A0A2W5YNL1	unreviewed	Corrinoid adenosyltransferase	2201154	Chthoniobacterales bacterium	178	IPR029499	2..175
A0A2W5Z9V0	unreviewed	Corrinoid adenosyltransferase	1909294	Hyphomicrobiales bacterium	194	IPR029499	5..188
A0A2W5ZAY5	unreviewed	Corrinoid adenosyltransferase	1909295	Solirubrobacterales bacterium	189	IPR029499	4..180
A0A2W6AB59	unreviewed	Corrinoid adenosyltransferase	3127015	Candidatus Aeolococcus gillhamiae	179	IPR029499	2..175
A0A2W6AR16	unreviewed	Corrinoid adenosyltransferase	2052315	Candidatus Dormiibacterota bacterium	187	IPR029499	12..181
A0A2W6AT78	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	84	IPR029499	5..77
A0A2W6BM71	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	84	IPR029499	5..78
A0A2W6BTQ2	unreviewed	Corrinoid adenosyltransferase	1909295	Solirubrobacterales bacterium	183	IPR029499	4..173
A0A2W6CAK8	unreviewed	Corrinoid adenosyltransferase	2201155	Pseudonocardiales bacterium	190	IPR029499	5..177
A0A2W6CBB2	unreviewed	Corrinoid adenosyltransferase	2201155	Pseudonocardiales bacterium	193	IPR029499	4..179
A0A2W6CHT3	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	114	IPR029499	5..94
A0A2W6CVL4	unreviewed	Corrinoid adenosyltransferase	2201155	Pseudonocardiales bacterium	196	IPR029499	4..179
A0A2W6D7W8	unreviewed	Corrinoid adenosyltransferase	2201156	Acidimicrobiales bacterium	178	IPR029499	2..171
A0A2W6D9J7	unreviewed	Corrinoid adenosyltransferase	2201155	Pseudonocardiales bacterium	190	IPR029499	4..179
A0A2W6DP85	unreviewed	Corrinoid adenosyltransferase	2201155	Pseudonocardiales bacterium	192	IPR029499	4..178
A0A2W6DY50	unreviewed	Corrinoid adenosyltransferase	2201155	Pseudonocardiales bacterium	196	IPR029499	4..179
A0A2W6F7A8	unreviewed	Corrinoid adenosyltransferase	2201155	Pseudonocardiales bacterium	190	IPR029499	4..179
A0A2W6P5G0	unreviewed	Corrinoid adenosyltransferase	1325358	Paenibacillus silvae	191	IPR029499	3..183
A0A2W6SJ40	unreviewed	Corrinoid adenosyltransferase	28214	Sphingomonas sp.	189	IPR029499	3..177
A0A2W6SL80	unreviewed	Corrinoid adenosyltransferase	1871086	Brevundimonas sp.	190	IPR029499	4..179
A0A2W6SV17	unreviewed	Corrinoid adenosyltransferase	1912891	Sphingobium sp.	189	IPR029499	3..182
A0A2W6T0U0	unreviewed	Corrinoid adenosyltransferase	2024827	Citromicrobium sp.	188	IPR029499	3..182
A0A2W6T594	unreviewed	Corrinoid adenosyltransferase	1871047	Chryseobacterium sp.	189	IPR029499	2..186
A0A2W6UG19	unreviewed	Corrinoid adenosyltransferase	69392	Stenotrophomonas sp.	122	IPR029499	2..117
A0A2W6VNR9	unreviewed	Corrinoid adenosyltransferase	28214	Sphingomonas sp.	196	IPR029499	3..180
A0A2W6W8X8	unreviewed	Corrinoid adenosyltransferase	1912891	Sphingobium sp.	189	IPR029499	3..177
A0A2W6WWH3	unreviewed	Corrinoid adenosyltransferase	1912891	Sphingobium sp.	191	IPR029499	3..183
A0A2W6XHZ4	unreviewed	Corrinoid adenosyltransferase	1871086	Brevundimonas sp.	190	IPR029499	4..184
A0A2W6XX26	unreviewed	Corrinoid adenosyltransferase	1953771	Chelatococcus sp.	193	IPR029499	3..187
A0A2W6YAJ5	unreviewed	Corrinoid adenosyltransferase	1871047	Chryseobacterium sp.	190	IPR029499	2..186
A0A2W7CWM6	unreviewed	Corrinoid adenosyltransferase	1300272	Mesorhizobium kowhaii	193	IPR029499	3..187
A0A2W7HVB4	unreviewed	Corrinoid adenosyltransferase	213248	Mesonia algae	191	IPR029499	2..185
A0A2W7HYI3	unreviewed	Corrinoid adenosyltransferase	990373	Humitalea rosea	184	IPR029499	6..175
A0A2W7IQG9	unreviewed	Corrinoid adenosyltransferase	1261623	Pseudomonas sp. URMO17WK12:I2	191	IPR029499	4..186
A0A2W7L1G2	unreviewed	Corrinoid adenosyltransferase	1261629	Pseudomonas sp. URMO17WK12:I6	193	IPR029499	4..186
A0A2W7LTC9	unreviewed	Corrinoid adenosyltransferase	2183930	Pseudomonas sp. 478	193	IPR029499	4..186
A0A2W7M2G6	unreviewed	Corrinoid adenosyltransferase	2183926	Pseudomonas sp. 2848	188	IPR029499	4..182
A0A2W7MI79	unreviewed	Corrinoid adenosyltransferase	1461	Psychrobacillus insolitus	196	IPR029499	2..180
A0A2W7NIX7	unreviewed	Corrinoid adenosyltransferase	568105	Palleronia aestuarii	190	IPR029499	5..184
A0A2W7NNV6	unreviewed	Corrinoid adenosyltransferase	990	Breznakibacter xylanolyticus	187	IPR029499	2..180
A0A2W7P5J9	unreviewed	Cobalamin adenosyltransferase	942866	Cupriavidus alkaliphilus	186	IPR029499	4..179
A0A2W7QRR7	unreviewed	Corrinoid adenosyltransferase	57028	Algoriphagus ratkowskyi	183	IPR029499	2..179
A0A2W7QSE2	unreviewed	Corrinoid adenosyltransferase	237019	Algoriphagus chordae	183	IPR029499	2..179
A0A2W7QU53	unreviewed	Corrinoid adenosyltransferase	121821	Roseinatronobacter thiooxidans	190	IPR029499	5..184
A0A2W7S0R0	unreviewed	Corrinoid adenosyltransferase	1004304	Hydrotalea sandarakina	191	IPR029499	3..187
A0A2W7T629	unreviewed	Corrinoid adenosyltransferase	402884	Cereibacter changlensis	192	IPR029499	4..184
A0A2W7T7D3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	244366	Klebsiella variicola	338	IPR029499	2..177
A0A2W7TY31	unreviewed	Corrinoid adenosyltransferase	2217670	Flavobacterium aquariorum	189	IPR029499	2..185
A0A2X0IHC8	unreviewed	Corrinoid adenosyltransferase	2219663	Streptacidiphilus pinicola	190	IPR029499	4..181
A0A2X0QVG5	unreviewed	Cobalamin adenosyltransferase	2182327	Candidatus Nitrotoga fabula	185	IPR029499	3..179
A0A2X0XHG5	unreviewed	Corrinoid adenosyltransferase	2115968	Lysinibacillus capsici	185	IPR029499	26..164
A0A2X0XP86	unreviewed	Corrinoid adenosyltransferase	2115968	Lysinibacillus capsici	187	IPR029499	2..179
A0A2X1AP03	unreviewed	Corrinoid adenosyltransferase	293	Brevundimonas diminuta	190	IPR029499	4..184
A0A2X1BER8	unreviewed	Corrinoid adenosyltransferase	41276	Brevundimonas vesicularis	190	IPR029499	4..184
A0A2X1UZY2	unreviewed	Cobalamin adenosyltransferase	90245	Oligella urethralis	188	IPR029499	4..186
A0A2X2C9D9	unreviewed	Corrinoid adenosyltransferase	47886	Pseudomonas luteola	196	IPR029499	4..187
A0A2X2RKP8	unreviewed	Corrinoid adenosyltransferase	546	Citrobacter freundii	176	IPR029499	3..170
A0A2X2VEB6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	545	Citrobacter koseri	325	IPR029499	2..180
A0A2X2W0W3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1494	Clostridium cochlearium	323	IPR029499	2..177
A0A2X2X5B8	unreviewed	Corrinoid adenosyltransferase	445960	Chryseobacterium jejuense	189	IPR029499	2..186
A0A2X3C0R3	unreviewed	Corrinoid adenosyltransferase	1502	Clostridium perfringens	170	IPR029499	2..169
A0A2X3CCG3	unreviewed	Corrinoid adenosyltransferase	573	Klebsiella pneumoniae	75	IPR029499	3..69
A0A2X3CDZ8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	573	Klebsiella pneumoniae	338	IPR029499	2..178
A0A2X3DCC6	unreviewed	Corrinoid adenosyltransferase	573	Klebsiella pneumoniae	176	IPR029499	3..171
A0A2X3ER52	unreviewed	Corrinoid adenosyltransferase	573	Klebsiella pneumoniae	70	IPR029499	3..69
A0A2X3UYL9	unreviewed	Corrinoid adenosyltransferase	1305	Streptococcus sanguinis	191	IPR029499	2..183
A0A2X3VPA3	unreviewed	Corrinoid adenosyltransferase	1305	Streptococcus sanguinis	199	IPR029499	2..178
A0A2X3YSL8	unreviewed	Corrinoid adenosyltransferase	1305	Streptococcus sanguinis	191	IPR029499	2..183
A0A2X4CS36	unreviewed	Corrinoid adenosyltransferase	1305	Streptococcus sanguinis	199	IPR029499	2..178
A0A2X4NFC5	unreviewed	Corrinoid adenosyltransferase	648	Aeromonas caviae	187	IPR029499	2..182
A0A2X4T6C9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59203	Salmonella enterica subsp. arizonae	260	IPR029499	2..179
A0A2X4UA23	unreviewed	Corrinoid adenosyltransferase	38310	Rhodococcus coprophilus	190	IPR029499	4..180
A0A2X4W955	unreviewed	Corrinoid adenosyltransferase	1467	Lederbergia lenta	183	IPR029499	2..178
A0A2X5B762	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59201	Salmonella enterica I	336	IPR029499	2..180
A0A2Y8ZTY0	unreviewed	Corrinoid adenosyltransferase	672460	Branchiibius hedensis	201	IPR029499	5..190
A0A2Y9AA05	unreviewed	Corrinoid adenosyltransferase	475081	Jannaschia seohaensis	191	IPR029499	4..184
A0A2Y9BH35	unreviewed	Corrinoid adenosyltransferase	1544	Faecalicatena orotica	188	IPR029499	2..168
A0A2Y9DQR7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	127582	Trichechus manatus latirostris	235	IPR029499	22..234
A0A2Y9F5H2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9755	Physeter macrocephalus	241	IPR029499	21..235
A0A2Y9I662	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	29088	Neomonachus schauinslandi	241	IPR029499	20..235
A0A2Y9KPD1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	391180	Enhydra lutris kenyoni	241	IPR029499	20..235
A0A2Y9LCY2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9749	Delphinapterus leucas	241	IPR029499	21..235
A0A2Y9LHP1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9749	Delphinapterus leucas	227	IPR029499	21..209
A0A2Z2HKA6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1898749	Candidatus Nitrosomarinus catalina	178	IPR029499	2..177
A0A2Z2HVL1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	745377	Natrarchaeobaculum aegyptiacum	177	IPR029499	2..173
A0A2Z2K5V2	unreviewed	Corrinoid adenosyltransferase	414771	Paenibacillus donghaensis	187	IPR029499	2..181
A0A2Z2M4B8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	71997	Thermococcus gorgonarius	171	IPR029499	2..170
A0A2Z2MJI2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	49899	Thermococcus profundus	171	IPR029499	2..169
A0A2Z2ML48	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	54077	Thermococcus barossii	171	IPR029499	2..166
A0A2Z2MLA7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	72803	Thermococcus siculi	171	IPR029499	2..169
A0A2Z2MW58	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	187880	Thermococcus radiotolerans	171	IPR029499	2..169
A0A2Z2NX50	unreviewed	Corrinoid adenosyltransferase	1192854	Granulosicoccus antarcticus IMCC3135	188	IPR029499	4..179
A0A2Z2P0U0	unreviewed	Corrinoid adenosyltransferase	2003315	Porphyrobacter sp. CACIAM 03H1	191	IPR029499	3..185
A0A2Z3GH67	unreviewed	Corrinoid adenosyltransferase	1850093	Hymenobacter nivis	182	IPR029499	2..180
A0A2Z3GKY1	unreviewed	Corrinoid adenosyltransferase	1850093	Hymenobacter nivis	203	IPR029499	2..181
A0A2Z3GT98	unreviewed	Corrinoid adenosyltransferase	114	Gemmata obscuriglobus	192	IPR029499	4..183
A0A2Z3HUZ6	unreviewed	Corrinoid adenosyltransferase	2201350	Phenylobacterium parvum	190	IPR029499	5..183
A0A2Z3HZY7	unreviewed	Corrinoid adenosyltransferase	2070539	Gammaproteobacteria bacterium ESL0073	181	IPR029499	4..178
A0A2Z3I400	unreviewed	Corrinoid adenosyltransferase	2070539	Gammaproteobacteria bacterium ESL0073	188	IPR029499	3..184
A0A2Z3IPG0	unreviewed	Corrinoid adenosyltransferase	2082949	Microvirga sp. 17 mud 1-3	191	IPR029499	5..185
A0A2Z3JRV3	unreviewed	Corrinoid adenosyltransferase	2202254	Deinococcus irradiatisoli	200	IPR029499	2..186
A0A2Z3UJ05	unreviewed	Corrinoid adenosyltransferase	2202249	Streptosporangium sp. 'caverna'	200	IPR029499	10..188
A0A2Z3X2E7	unreviewed	Corrinoid adenosyltransferase	1703250	Citrobacter sp. CRE-46	176	IPR029499	3..170
A0A2Z3X5R4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1703250	Citrobacter sp. CRE-46	335	IPR029499	2..180
A0A2Z4AD37	unreviewed	Corrinoid adenosyltransferase	2200854	Candidatus Moanabacter tarae	191	IPR029499	2..180
A0A2Z4FPV4	unreviewed	Corrinoid adenosyltransferase	1548548	Bradymonas sediminis	213	IPR029499	4..203
A0A2Z4GFV2	unreviewed	Corrinoid adenosyltransferase	1784714	Arcticibacterium luteifluviistationis	183	IPR029499	2..179
A0A2Z4IL59	unreviewed	Corrinoid adenosyltransferase	1795355	Echinicola strongylocentroti	182	IPR029499	2..180
A0A2Z4IY01	unreviewed	Corrinoid adenosyltransferase	2184053	Streptomyces cadmiisoli	190	IPR029499	4..180
A0A2Z4JVE3	unreviewed	Cobalamin adenosyltransferase	2527775	Polynucleobacter paneuropaeus	189	IPR029499	4..184
A0A2Z4JW91	unreviewed	Corrinoid adenosyltransferase	2011159	Erythrobacter sp. KY5	195	IPR029499	3..189
A0A2Z4LNL3	unreviewed	Corrinoid adenosyltransferase	1383885	Flagellimonas maritima	185	IPR029499	2..179
A0A2Z4RIK8	unreviewed	Corrinoid adenosyltransferase	303	Pseudomonas putida	193	IPR029499	4..187
A0A2Z4UMQ6	unreviewed	Corrinoid adenosyltransferase	2026785	Rhodobiaceae bacterium	192	IPR029499	5..187
A0A2Z4UW74	unreviewed	Corrinoid adenosyltransferase	2099583	Streptomyces sp. ICC1	190	IPR029499	4..182
A0A2Z4YI59	unreviewed	Corrinoid adenosyltransferase	384	Rhizobium leguminosarum	192	IPR029499	3..186
A0A2Z4ZVY9	unreviewed	Corrinoid adenosyltransferase	86265	Pseudomonas thivervalensis	193	IPR029499	4..187
A0A2Z5A6H6	unreviewed	Corrinoid adenosyltransferase	47885	Pseudomonas oryzihabitans	186	IPR029499	4..183
A0A2Z5E6P0	unreviewed	Corrinoid adenosyltransferase	1609758	Novosphingobium sp. P6W	189	IPR029499	3..183
A0A2Z5G5D2	unreviewed	Corrinoid adenosyltransferase	2211140	Acidisarcina polymorpha	191	IPR029499	2..175
A0A2Z5JIP6	unreviewed	Corrinoid adenosyltransferase	1893	Streptomyces atratus	190	IPR029499	4..182
A0A2Z5K7H7	unreviewed	Corrinoid adenosyltransferase	2072505	Streptomyces sp. Go-475	190	IPR029499	4..180
A0A2Z5MSB7	unreviewed	Cobalamin adenosyltransferase	60550	Burkholderia pyrrocinia	183	IPR029499	4..179
A0A2Z5UQT9	unreviewed	Corrinoid adenosyltransferase	1914525	Sphingopyxis sp. FD7	193	IPR029499	3..182
A0A2Z5UXE2	unreviewed	Corrinoid adenosyltransferase	1874061	Sphingopyxis sp. EG6	193	IPR029499	3..180
A0A2Z5YTV7	unreviewed	Corrinoid adenosyltransferase	2060312	Altererythrobacter sp. B11	188	IPR029499	3..182
A0A2Z5ZFM3	unreviewed	Corrinoid adenosyltransferase	146474	Acetobacter orientalis	190	IPR029499	4..183
A0A2Z6AFM0	unreviewed	Corrinoid adenosyltransferase	2082188	Sphingobium sp. YG1	189	IPR029499	3..183
A0A2Z6DWZ6	unreviewed	Corrinoid adenosyltransferase	297	Hydrogenophilus thermoluteolus	190	IPR029499	4..182
A0A2Z6E752	unreviewed	Corrinoid adenosyltransferase	2010829	Aerosticca soli	186	IPR029499	4..179
A0A2Z6GDM6	unreviewed	Cobalamin adenosyltransferase	1188319	Ferriphaselus amnicola	181	IPR029499	5..180
A0A2Z6QAF4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	94130	Rhizophagus clarus	215	IPR029499	7..198
A0A2Z6UDK8	unreviewed	Corrinoid adenosyltransferase	2161813	Glaciecola sp. (strain KUL10)	182	IPR029499	2..180
A0A315A888	unreviewed	Cobalamin adenosyltransferase	1100724	Limnohabitans sp. T6-5	189	IPR029499	4..179
A0A315B0S2	unreviewed	Cobalamin adenosyltransferase	1100725	Limnohabitans sp. T6-20	189	IPR029499	4..179
A0A315BH58	unreviewed	Cobalamin adenosyltransferase	1100726	Limnohabitans sp. WS1	188	IPR029499	4..180
A0A315CDA7	unreviewed	Cobalamin adenosyltransferase	1826168	Limnohabitans sp. Jir61	187	IPR029499	4..179
A0A315CKM5	unreviewed	Cobalamin adenosyltransferase	1835767	Limnohabitans sp. MMS-10A-178	184	IPR029499	4..179
A0A315CPC4	unreviewed	Cobalamin adenosyltransferase	1977909	Limnohabitans sp. Jir72	186	IPR029499	4..180
A0A315CTH1	unreviewed	Cobalamin adenosyltransferase	1597956	Limnohabitans sp. Hippo3	188	IPR029499	4..180
A0A315CXD3	unreviewed	Cobalamin adenosyltransferase	1835769	Limnohabitans sp. MMS-10A-192	185	IPR029499	4..180
A0A315D704	unreviewed	Cobalamin adenosyltransferase	1977910	Limnohabitans sp. Bal53	188	IPR029499	4..180
A0A315DFS3	unreviewed	Cobalamin adenosyltransferase	1977911	Limnohabitans sp. 2KL-51	188	IPR029499	4..179
A0A315E1W4	unreviewed	Cobalamin adenosyltransferase	1100699	Limnohabitans sp. 2KL-1	188	IPR029499	4..180
A0A315ECG3	unreviewed	Cobalamin adenosyltransferase	1293052	Limnohabitans parvus II-B4	189	IPR029499	4..179
A0A315EJX2	unreviewed	Cobalamin adenosyltransferase	1100718	Limnohabitans sp. Rim8	187	IPR029499	4..179
A0A315EQA7	unreviewed	Cobalamin adenosyltransferase	323423	Limnohabitans curvus	187	IPR029499	4..179
A0A315EUR0	unreviewed	Cobalamin adenosyltransferase	1100704	Limnohabitans sp. 2KL-17	189	IPR029499	4..179
A0A315FWW9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59201	Salmonella enterica I	336	IPR029499	2..180
A0A315GTD4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	440524	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	336	IPR029499	2..180
A0A315QRF1	unreviewed	Corrinoid adenosyltransferase	1895664	Halanaerobium sp.	190	IPR029499	2..176
A0A315QU28	unreviewed	Corrinoid adenosyltransferase	1895664	Halanaerobium sp.	190	IPR029499	2..174
A0A315RE46	unreviewed	Corrinoid adenosyltransferase	1895664	Halanaerobium sp.	179	IPR029499	2..170
A0A315T459	unreviewed	Corrinoid adenosyltransferase	1378075	Pseudomonas sp. CC120222-01a	188	IPR029499	4..181
A0A315V9X8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	33528	Gambusia affinis	263	IPR029499	65..262
A0A315WUG1	unreviewed	Corrinoid adenosyltransferase	2170734	Pseudomonas sp. SDI	186	IPR029499	4..182
A0A315X6Y9	unreviewed	Corrinoid adenosyltransferase	2026734	Dehalococcoidia bacterium	188	IPR029499	4..184
A0A315ZBK8	unreviewed	Corrinoid adenosyltransferase	379075	Sediminitomix flava	184	IPR029499	2..179
A0A316A041	unreviewed	Corrinoid adenosyltransferase	39482	Faecalicatena contorta	189	IPR029499	2..170
A0A316APW0	unreviewed	Corrinoid adenosyltransferase	1082580	Dyadobacter jejuensis	183	IPR029499	2..179
